Metric,Value
Area_Cl,1.81461215206626
Area_Cm,0.496873999654981
Area_Objective,2.31148615172124
RMSE_Cl,0.382340589799635
RMSE_Cd,1.66356897397251
RMSE_Cm,0.12100239532471
