0.006607917	-3.352136687	1.402353344	-0.702142886
0.013215834	-0.668339728	0.18743963	0.006398766
0.019823752	-0.445145113	0.085258163	0.067452825
0.026431669	-0.501735216	0.081824854	0.057095079
0.033039586	-0.54105175	0.078485568	0.053072055
0.039647503	-0.570570099	0.075124042	0.051448285
0.046255421	-0.597133247	0.072379715	0.04971362
0.052863338	-0.620805733	0.070440121	0.049332812
0.059471255	-0.645694401	0.069417734	0.047912742
0.066079172	-0.668672415	0.068690494	0.047122755
0.07268709	-0.691715969	0.068490393	0.046181914
0.079295007	-0.714234337	0.068549331	0.045177634
0.085902924	-0.73596722	0.068798613	0.044391273
0.092510841	-0.757354768	0.06924305	0.043575375
0.099118759	-0.77818706	0.069808569	0.042833522
0.105726676	-0.798503575	0.070465522	0.042161288
0.112334593	-0.818419112	0.071199919	0.041511312
0.11894251	-0.837918227	0.071986358	0.040899754
0.125550428	-0.857019496	0.07279873	0.040323693
0.132158345	-0.875714852	0.073614624	0.039797664
0.138766262	-0.893939646	0.074408988	0.039366948
0.145374179	-0.911524287	0.075128367	0.039110775
0.151982097	-0.928813153	0.075831658	0.038820991
0.158590014	-0.946045984	0.076610445	0.038379979
0.165197931	-0.963118171	0.077466643	0.037869986
0.171805848	-0.979803719	0.078331106	0.037369671
0.178413765	-0.996085962	0.079251953	0.036890916
0.185021683	-1.011956474	0.080237685	0.0364375
0.1916296	-1.02739711	0.081253847	0.036012289
0.198237517	-1.042486418	0.082261414	0.0355845
0.204845434	-1.057247689	0.083223628	0.035129937
0.211453352	-1.071737969	0.084137811	0.034631458
0.218061269	-1.085944315	0.084984466	0.034084564
0.224669186	-1.099947862	0.085788074	0.033469608
0.231277103	-1.1137255	0.086551236	0.032793156
0.237885021	-1.127276478	0.087282745	0.032051628
0.244492938	-1.14057112	0.087972336	0.031250949
0.251100855	-1.153617548	0.088632758	0.030402472
0.257708772	-1.166361906	0.089247976	0.029518455
0.26431669	-1.178765343	0.089812365	0.028616189
0.270924607	-1.190785434	0.090298456	0.027713982
0.277532524	-1.20239322	0.090694631	0.026823646
0.284140441	-1.213571311	0.091000953	0.025958356
0.290748359	-1.224345353	0.091236512	0.025116901
0.297356276	-1.234682989	0.091393514	0.024302877
0.303964193	-1.244610658	0.091496852	0.023510895
0.31057211	-1.254130076	0.091564774	0.022734468
0.317180028	-1.26321256	0.091584938	0.021971309
0.323787945	-1.2719097	0.091581704	0.021204935
0.330395862	-1.280143873	0.091533561	0.020448937
0.337003779	-1.287929964	0.091428651	0.019698144
0.343611696	-1.295198608	0.091233705	0.018988285
0.350219614	-1.30187092	0.090919284	0.018361278
0.356827531	-1.308063442	0.090508197	0.017751218
0.363435448	-1.314114405	0.090096505	0.017004019
0.370043365	-1.319980105	0.089682494	0.016156579
0.376651283	-1.325541558	0.089268233	0.015282815
0.3832592	-1.330648025	0.088814633	0.014428278
0.389867117	-1.335285868	0.088312865	0.013594462
0.396475034	-1.339448495	0.087758672	0.012783559
0.403082952	-1.343186057	0.087186365	0.011981518
0.409690869	-1.346477985	0.086614482	0.011189293
0.416298786	-1.349210706	0.085997358	0.010424948
0.422906703	-1.35139584	0.085305979	0.009691921
0.429514621	-1.353002463	0.0845231	0.00900686
0.436122538	-1.354025294	0.083641033	0.008384324
0.442730455	-1.354438319	0.082669387	0.00783739
0.449338372	-1.354271962	0.081620353	0.007362672
0.45594629	-1.353500954	0.080496023	0.006964753
0.462554207	-1.352162173	0.079317171	0.006623344
0.469162124	-1.350279196	0.078085987	0.006328438
0.475770041	-1.347845871	0.076802916	0.006080326
0.482377959	-1.344868846	0.075450626	0.005868444
0.488985876	-1.341396651	0.074041208	0.005691525
0.495593793	-1.337519547	0.072632447	0.005543215
0.50220171	-1.33319545	0.071279176	0.00542779
0.508809627	-1.32831569	0.06989253	0.005339101
0.515417545	-1.322831038	0.068434664	0.00531469
0.522025462	-1.316733567	0.066904955	0.005376992
0.528633379	-1.310043609	0.065310324	0.00553173
0.535241296	-1.302735252	0.0636567	0.005792244
0.541849214	-1.294858884	0.06196121	0.006140769
0.548457131	-1.286427379	0.060230916	0.006573994
0.555065048	-1.277481694	0.05847801	0.007067324
0.561672965	-1.268082634	0.056717538	0.007607563
0.568280883	-1.258286235	0.054971895	0.008173373
0.5748888	-1.248142873	0.053258486	0.008745494
0.581496717	-1.237656787	0.05156888	0.009319005
0.588104634	-1.226868912	0.049901655	0.009885316
0.594712552	-1.215734064	0.048236139	0.010463316
0.601320469	-1.204280164	0.046585663	0.011060362
0.607928386	-1.192518379	0.04495312	0.011677637
0.614536303	-1.180426203	0.04333711	0.012328463
0.621144221	-1.167977014	0.041729702	0.013025933
0.627752138	-1.155190191	0.040129014	0.013763345
0.634360055	-1.142075718	0.0385155	0.014531887
0.640967972	-1.12870121	0.036901799	0.015331332
